team,fifa_code,group,players,mean_age,age_std,under_23_share,over_30_share,mean_height,total_caps,mean_caps,total_international_goals,top3_cap_share,top3_goal_share,forward_goal_depth,top_five_league_share,domestic_club_share,club_diversity,goalkeeper_share,defender_share,midfielder_share,forward_share,official_stats_coverage
Morocco,MAR,C,26,26.394566419207077,4.640154104981898,0.2692307692307692,0.23076923076923078,182.3846153846154,738.0,28.384615384615383,103.0,0.35907859078590787,0.6116504854368932,12.6,0.5769230769230769,0.07692307692307693,0.9230769230769231,0.11538461538461539,0.34615384615384615,0.34615384615384615,0.19230769230769232,1.0
Netherlands,NED,F,26,27.774443215921657,3.8096527839159884,0.038461538461538464,0.2692307692307692,185.15384615384616,877.0,33.73076923076923,155.0,0.314709236031927,0.5806451612903226,15.428571428571429,0.8461538461538461,0.07692307692307693,0.7307692307692307,0.11538461538461539,0.3076923076923077,0.3076923076923077,0.2692307692307692,1.0
New Zealand,NZL,G,26,28.11793818775338,4.632306826466042,0.07692307692307693,0.3076923076923077,183.07692307692307,848.0,32.61538461538461,108.0,0.27358490566037735,0.6111111111111112,16.5,0.2692307692307692,0.3076923076923077,0.7692307692307693,0.11538461538461539,0.34615384615384615,0.38461538461538464,0.15384615384615385,1.0
Norway,NOR,I,26,26.804191017743374,3.1478381347501636,0.11538461538461539,0.15384615384615385,187.15384615384616,817.0,31.423076923076923,124.0,0.26193390452876375,0.7338709677419355,19.6,0.7307692307692307,0.15384615384615385,0.8461538461538461,0.11538461538461539,0.3076923076923077,0.38461538461538464,0.19230769230769232,1.0
Panama,PAN,L,26,30.426578213025852,3.771397063176277,0.0,0.5,181.64,1485.0,57.11538461538461,119.0,0.27474747474747474,0.4117647058823529,9.25,0.038461538461538464,0.07692307692307693,0.8846153846153846,0.11538461538461539,0.4230769230769231,0.3076923076923077,0.15384615384615385,0.9615384615384616
Paraguay,PAR,D,26,29.031011425261944,4.608984776695706,0.07692307692307693,0.46153846153846156,181.6153846153846,721.0,27.73076923076923,55.0,0.3356449375866852,0.41818181818181815,3.3333333333333335,0.19230769230769232,0.11538461538461539,0.8461538461538461,0.11538461538461539,0.3076923076923077,0.34615384615384615,0.23076923076923078,1.0
Portugal,POR,K,26,28.03527615437267,4.261331220601838,0.07692307692307693,0.2692307692307692,181.5,1176.0,45.23076923076923,260.0,0.3647959183673469,0.7153846153846154,23.5,0.6538461538461539,0.19230769230769232,0.6538461538461539,0.11538461538461539,0.34615384615384615,0.23076923076923078,0.3076923076923077,1.0
Qatar,QAT,B,26,29.50771336808298,4.907098886906377,0.11538461538461539,0.4230769230769231,179.3846153846154,1602.0,61.61538461538461,216.0,0.28714107365792757,0.6342592592592593,18.555555555555557,0.038461538461538464,0.9615384615384616,0.3076923076923077,0.11538461538461539,0.34615384615384615,0.19230769230769232,0.34615384615384615,1.0
Saudi Arabia,KSA,H,26,28.516084873374396,3.61535453268723,0.038461538461538464,0.34615384615384615,178.42307692307693,943.0,36.26923076923077,97.0,0.28101802757158006,0.6185567010309279,10.714285714285714,0.038461538461538464,0.9615384615384616,0.34615384615384615,0.11538461538461539,0.38461538461538464,0.23076923076923078,0.2692307692307692,1.0
Scotland,SCO,C,26,29.20244300531775,4.94333231076865,0.11538461538461539,0.46153846153846156,184.46153846153845,1005.0,38.65384615384615,99.0,0.26666666666666666,0.494949494949495,4.714285714285714,0.5769230769230769,0.3076923076923077,0.8461538461538461,0.11538461538461539,0.38461538461538464,0.23076923076923078,0.2692307692307692,1.0
Senegal,SEN,I,26,27.0872426683515,5.4277014051775,0.3076923076923077,0.34615384615384615,183.96153846153845,1032.0,39.69230769230769,132.0,0.36143410852713176,0.6136363636363636,11.875,0.7692307692307693,0.0,0.8461538461538461,0.11538461538461539,0.3076923076923077,0.2692307692307692,0.3076923076923077,1.0
South Africa,RSA,A,26,26.808403095877427,4.249035915808185,0.2692307692307692,0.2692307692307692,178.84615384615384,552.0,21.23076923076923,67.0,0.3278985507246377,0.47761194029850745,4.125,0.07692307692307693,0.7307692307692307,0.46153846153846156,0.11538461538461539,0.38461538461538464,0.19230769230769232,0.3076923076923077,1.0
South Korea,KOR,A,26,28.06570841889117,3.775791927644163,0.07692307692307693,0.2692307692307692,181.92307692307693,990.0,38.07692307692308,144.0,0.34444444444444444,0.6111111111111112,25.0,0.2692307692307692,0.2692307692307692,0.8461538461538461,0.11538461538461539,0.34615384615384615,0.4230769230769231,0.11538461538461539,1.0
Spain,ESP,H,26,26.74743326488706,3.8818535101055622,0.19230769230769232,0.23076923076923078,181.73076923076923,758.0,29.153846153846153,117.0,0.23746701846965698,0.5213675213675214,9.75,1.0,0.6538461538461539,0.5,0.11538461538461539,0.3076923076923077,0.2692307692307692,0.3076923076923077,1.0
Sweden,SWE,F,26,27.557099984204704,3.47331941501197,0.07692307692307693,0.19230769230769232,186.16,523.0,20.115384615384617,70.0,0.3384321223709369,0.6428571428571429,9.8,0.6538461538461539,0.11538461538461539,1.0,0.11538461538461539,0.4230769230769231,0.2692307692307692,0.19230769230769232,0.9615384615384616
Switzerland,SUI,B,26,28.3070604959722,3.773541487054828,0.07692307692307693,0.2692307692307692,185.23076923076923,1164.0,44.76923076923077,129.0,0.3247422680412371,0.4263565891472868,9.714285714285714,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.11538461538461539,0.3076923076923077,0.3076923076923077,0.2692307692307692,1.0
Tunisia,TUN,F,26,26.64465855841626,3.9695611646140536,0.23076923076923078,0.2692307692307692,184.57692307692307,596.0,22.923076923076923,44.0,0.337248322147651,0.4090909090909091,3.6,0.34615384615384615,0.23076923076923078,0.9230769230769231,0.11538461538461539,0.38461538461538464,0.3076923076923077,0.19230769230769232,1.0
Turkey,TUR,D,26,27.672195019217607,3.906726661457227,0.15384615384615385,0.3076923076923077,183.76923076923077,1005.0,38.65384615384615,97.0,0.24477611940298508,0.44329896907216493,4.777777777777778,0.34615384615384615,0.5769230769230769,0.6153846153846154,0.11538461538461539,0.34615384615384615,0.19230769230769232,0.34615384615384615,1.0
United States,USA,D,26,26.904964987100513,3.479329762823772,0.07692307692307693,0.11538461538461539,183.3846153846154,993.0,38.19230769230769,129.0,0.2406847935548842,0.4496124031007752,11.714285714285714,0.5384615384615384,0.2692307692307692,0.9230769230769231,0.11538461538461539,0.38461538461538464,0.23076923076923078,0.2692307692307692,1.0
Uruguay,URU,H,26,28.742273469172854,3.254548936754123,0.0,0.23076923076923078,180.46153846153845,943.0,36.26923076923077,75.0,0.3266171792152704,0.4666666666666667,4.8,0.3076923076923077,0.0,0.8461538461538461,0.11538461538461539,0.2692307692307692,0.4230769230769231,0.19230769230769232,1.0
Uzbekistan,UZB,K,26,28.51166219133365,4.272724171179979,0.15384615384615385,0.34615384615384615,181.8846153846154,972.0,37.38461538461539,120.0,0.2788065843621399,0.6583333333333333,23.666666666666668,0.038461538461538464,0.5769230769230769,0.6153846153846154,0.11538461538461539,0.38461538461538464,0.38461538461538464,0.11538461538461539,1.0
